id,restaurant_id,name,cuisine
1,0,Hitchki,Modern-Indian
2,0,Hitchki,North-Indian
3,0,Hitchki,Chinese
4,0,Hitchki,Momos
5,0,Hitchki,Biryani
6,0,Hitchki,Continental
7,0,Hitchki,American
8,0,Hitchki,Fast-Food
9,1,Baba Falooda,Desserts
10,1,Baba Falooda,Ice-Cream
11,1,Baba Falooda,Beverages
12,2,Chin Chin Chu,Asian
13,2,Chin Chin Chu,Chinese
14,3,Butterfly High,Modern-Indian
15,4,BKC  DIVE,North-Indian
16,4,BKC  DIVE,Chinese
17,4,BKC  DIVE,Continental
18,5,Flea Bazaar Café,American
19,5,Flea Bazaar Café,Asian
20,5,Flea Bazaar Café,Street-Food
21,5,Flea Bazaar Café,North-Indian
22,5,Flea Bazaar Café,Lucknowi
23,5,Flea Bazaar Café,Mexican
24,5,Flea Bazaar Café,Chinese
25,5,Flea Bazaar Café,Italian
26,6,Persian Darbar,Biryani
27,6,Persian Darbar,North-Indian
28,6,Persian Darbar,Chinese
29,6,Persian Darbar,Mughlai
30,7,Tanatan,Modern-Indian
31,8,Cafe Safar,Chinese
32,8,Cafe Safar,North-Indian
33,8,Cafe Safar,Biryani
34,9,Plum by Bent Chair,Asian
35,10,Angrezi Dhaba,North-Indian
36,10,Angrezi Dhaba,Chinese
37,10,Angrezi Dhaba,Thai
38,10,Angrezi Dhaba,European
39,11,Raasta,Continental
40,11,Raasta,Seafood
41,11,Raasta,Fast-Food
42,11,Raasta,Desserts
43,11,Raasta,Italian
44,11,Raasta,Finger
45,11,Raasta,Food
46,12,Todi Mill Social,American
47,12,Todi Mill Social,North-Indian
48,12,Todi Mill Social,Chinese
49,12,Todi Mill Social,Fast-Food
50,12,Todi Mill Social,Continental
51,12,Todi Mill Social,Asian
52,12,Todi Mill Social,Beverages
53,13,Burn - Bar & Kitchen,Continental
54,13,Burn - Bar & Kitchen,Mexican
55,13,Burn - Bar & Kitchen,Italian
56,13,Burn - Bar & Kitchen,Chinese
57,14,145 Bandra,Mexican
58,14,145 Bandra,American
59,14,145 Bandra,Desserts
60,14,145 Bandra,European
61,14,145 Bandra,Modern-Indian
62,15,Cafe Zoe,European
63,15,Cafe Zoe,Italian
64,15,Cafe Zoe,Burger
65,15,Cafe Zoe,Salad
66,15,Cafe Zoe,Healthy
67,15,Cafe Zoe,Food
68,16,Ustaadi,Asian
69,16,Ustaadi,Biryani
70,16,Ustaadi,Chinese
71,16,Ustaadi,North-Indian
72,16,Ustaadi,Mughlai
73,16,Ustaadi,Middle
74,16,Ustaadi,Eastern
75,17,Cafe Maaz,Chinese
76,17,Cafe Maaz,North-Indian
77,17,Cafe Maaz,Mughlai
78,17,Cafe Maaz,Biryani
79,17,Cafe Maaz,Seafood
80,18,Carter's Blue,North-Indian
81,18,Carter's Blue,Lebanese
82,18,Carter's Blue,Fast-Food
83,18,Carter's Blue,Chinese
84,19,Rajasthan,North-Indian
85,19,Rajasthan,Mughlai
86,19,Rajasthan,Chinese
87,19,Rajasthan,Fast-Food
88,20,Harry's Bar + Cafe,Asian
89,20,Harry's Bar + Cafe,Mexican
90,20,Harry's Bar + Cafe,American
91,21,New Ajwa Family Restaurant,North-Indian
92,21,New Ajwa Family Restaurant,Chinese
93,21,New Ajwa Family Restaurant,Mughlai
94,21,New Ajwa Family Restaurant,Kebab
95,21,New Ajwa Family Restaurant,Desserts
96,22,Singh Saab,North-Indian
97,22,Singh Saab,Asian
98,23,Kasbah Grand,North-Indian
99,23,Kasbah Grand,Mughlai
100,23,Kasbah Grand,Chinese
101,23,Kasbah Grand,Thai
102,23,Kasbah Grand,Seafood
103,24,Elementaria Bakery Cafe,Cafe
104,24,Elementaria Bakery Cafe,Desserts
105,24,Elementaria Bakery Cafe,Sandwich
106,25,Angrezi Patiyalaa,North-Indian
107,25,Angrezi Patiyalaa,Finger
108,25,Angrezi Patiyalaa,Food
109,25,Angrezi Patiyalaa,American
110,25,Angrezi Patiyalaa,Mexican
111,25,Angrezi Patiyalaa,Chinese
112,26,Door No.1,Asian
113,26,Door No.1,Italian
114,26,Door No.1,North-Indian
115,26,Door No.1,Finger
116,26,Door No.1,Food
117,27,Natural Ice Cream,Desserts
118,27,Natural Ice Cream,Ice-Cream
119,28,Punjab Grill,North-Indian
120,28,Punjab Grill,Mughlai
121,28,Punjab Grill,Beverages
122,29,Locco Eatery & Bar,North-Indian
123,29,Locco Eatery & Bar,Continental
124,29,Locco Eatery & Bar,Lebanese
125,29,Locco Eatery & Bar,Italian
126,30,Breadkart,Fast-Food
127,31,The Lemon Grass,North-Indian
128,31,The Lemon Grass,Chinese
129,32,Chote Nawab,North-Indian
130,32,Chote Nawab,Chinese
131,33,Hari Om Sai,Beverages
132,33,Hari Om Sai,Fast-Food
133,34,Persian Hub Family Restaurant,Chinese
134,34,Persian Hub Family Restaurant,Mughlai
135,34,Persian Hub Family Restaurant,North-Indian
136,34,Persian Hub Family Restaurant,Iranian
137,35,Magdalena,Bakery
138,35,Magdalena,Desserts
139,36,United Food Nation,Fast-Food
140,36,United Food Nation,Burger
141,36,United Food Nation,American
142,36,United Food Nation,Beverages
143,37,Frisbees,Fast-Food
144,37,Frisbees,American
145,37,Frisbees,Burger
146,38,Bombay Vintage,North-Indian
147,38,Bombay Vintage,South-Indian
148,38,Bombay Vintage,Maharashtrian
149,39,Arya Bhavan,South-Indian
150,39,Arya Bhavan,Fast-Food
151,40,Chaubara 601,North-Indian
152,41,Queen Margherita's Pizzeria,Pizza
153,41,Queen Margherita's Pizzeria,Fast-Food
154,42,The Burger Brasserie,Cafe
155,42,The Burger Brasserie,Fast-Food
156,42,The Burger Brasserie,Burger
157,42,The Burger Brasserie,Beverages
158,43,Spice Republic,Cafe
159,43,Spice Republic,Continental
160,43,Spice Republic,Mediterranean
161,43,Spice Republic,Mexican
162,43,Spice Republic,Italian
163,43,Spice Republic,Chinese
164,43,Spice Republic,Modern-Indian
165,43,Spice Republic,Fast-Food
166,44,Fleur - The Fern Goregaon,Thai
167,44,Fleur - The Fern Goregaon,Continental
168,44,Fleur - The Fern Goregaon,North-Indian
169,45,Cat Café Studio,Cafe
170,45,Cat Café Studio,Beverages
171,46,Thotrin Cafe,North
172,46,Thotrin Cafe,Eastern
173,46,Thotrin Cafe,Chinese
174,47,Udipi Vihar,North-Indian
175,47,Udipi Vihar,Chinese
176,47,Udipi Vihar,South-Indian
177,47,Udipi Vihar,Fast-Food
178,48,B MAD - The Restaurant,North-Indian
179,48,B MAD - The Restaurant,Italian
180,48,B MAD - The Restaurant,Mexican
181,48,B MAD - The Restaurant,Lebanese
182,49,Landmark Restaurant Veg Diet,North-Indian
183,49,Landmark Restaurant Veg Diet,Chinese
184,49,Landmark Restaurant Veg Diet,South-Indian
185,49,Landmark Restaurant Veg Diet,Fast-Food
186,50,Matka Khichdi,North-Indian
187,51,Aavakay,Andhra
188,51,Aavakay,South-Indian
189,52,Little West Pizza,Pizza
190,53,Prashant Corner,Mithai
191,53,Prashant Corner,Street-Food
192,54,Viaan,North-Indian
193,54,Viaan,Chinese
194,55,Deepak,South-Indian
195,55,Deepak,North-Indian
196,55,Deepak,Chinese
197,55,Deepak,Fast-Food
198,55,Deepak,Desserts
199,55,Deepak,Beverages
200,55,Deepak,Mithai
201,56,Sarvodaya Pure Veg,Chinese
202,56,Sarvodaya Pure Veg,South-Indian
203,56,Sarvodaya Pure Veg,North-Indian
204,56,Sarvodaya Pure Veg,Street-Food
205,57,Street Gourmet,North-Indian
206,57,Street Gourmet,Chinese
207,57,Street Gourmet,Street-Food
208,58,Downtown China,Chinese
209,58,Downtown China,Thai
210,59,West Coast Grill,American
211,59,West Coast Grill,Italian
212,59,West Coast Grill,Burger
213,59,West Coast Grill,Mexican
214,60,Ray's Cafe & Pizzeria,Italian
215,60,Ray's Cafe & Pizzeria,Pizza
216,60,Ray's Cafe & Pizzeria,Fast-Food
217,60,Ray's Cafe & Pizzeria,Beverages
218,61,The Yellow Chilli,North-Indian
219,61,The Yellow Chilli,Mughlai
220,62,Wok Express,Chinese
221,62,Wok Express,Asian
222,62,Wok Express,Thai
223,62,Wok Express,Beverages
224,63,Kuai Kitchen,Chinese
225,63,Kuai Kitchen,Japanese
226,63,Kuai Kitchen,Thai
227,63,Kuai Kitchen,Asian
228,63,Kuai Kitchen,Sushi
229,64,Dale's Eden Cake Shop,Bakery
230,64,Dale's Eden Cake Shop,Desserts
231,65,La Folie Lab,Cafe
232,65,La Folie Lab,Healthy
233,65,La Folie Lab,Food
234,65,La Folie Lab,Desserts
235,65,La Folie Lab,Beverages
236,66,Kusum Rolls,North-Indian
237,66,Kusum Rolls,Rolls
238,67,Jimmy Boy,Parsi
239,67,Jimmy Boy,North-Indian
240,67,Jimmy Boy,Fast-Food
241,67,Jimmy Boy,Desserts
242,68,Ceremonial Kitchen & Co,Seafood
243,68,Ceremonial Kitchen & Co,Maharashtrian
244,68,Ceremonial Kitchen & Co,North-Indian
245,68,Ceremonial Kitchen & Co,Chinese
246,69,Markaz Restaurant,North-Indian
247,69,Markaz Restaurant,Chinese
248,69,Markaz Restaurant,Biryani
249,70,Royal Garden,Chinese
250,70,Royal Garden,North-Indian
251,70,Royal Garden,Mughlai
252,71,New Mezban Restaurant,Chinese
253,71,New Mezban Restaurant,North-Indian
254,72,Vishwa Lunch Home,North-Indian
255,72,Vishwa Lunch Home,South-Indian
256,72,Vishwa Lunch Home,Chinese
257,73,Agrawal's Juice N Fast Food,Fast-Food
258,73,Agrawal's Juice N Fast Food,Juices
259,74,Rajyog,North-Indian
260,74,Rajyog,Chinese
261,74,Rajyog,Seafood
262,75,Ruchi,North-Indian
263,75,Ruchi,Seafood
264,75,Ruchi,Chinese
265,76,Star Of China,Chinese
266,77,Kababchini,North-Indian
267,77,Kababchini,Seafood
268,77,Kababchini,Malwani
269,77,Kababchini,Chinese
270,78,Renault Bar & Restaurant,Chinese
271,78,Renault Bar & Restaurant,North-Indian
272,78,Renault Bar & Restaurant,Thai
273,78,Renault Bar & Restaurant,Fast-Food
274,78,Renault Bar & Restaurant,Seafood
275,79,Hotel Amrut Punjab,North-Indian
276,79,Hotel Amrut Punjab,Chinese
277,80,Scooper N Shakker,Desserts
278,80,Scooper N Shakker,Ice-Cream
279,81,China 65,North-Indian
280,81,China 65,Fast-Food
281,81,China 65,South-Indian
282,82,Supreme Chinese,Chinese
283,82,Supreme Chinese,Fast-Food
284,83,The Fiesta,American
285,83,The Fiesta,Italian
286,83,The Fiesta,Fast-Food
287,83,The Fiesta,Burger
288,84,Tempting Food,North-Indian
289,84,Tempting Food,South-Indian
290,84,Tempting Food,Mughlai
291,84,Tempting Food,Chinese
292,85,Mr Kalam,Chinese
293,85,Mr Kalam,Mughlai
294,86,Appetite - Resto Bar,North-Indian
295,86,Appetite - Resto Bar,Chinese
296,87,Oriental Origins,Chinese
297,87,Oriental Origins,Thai
298,87,Oriental Origins,Fast-Food
299,88,Sirf 160,North-Indian
300,88,Sirf 160,Continental
301,88,Sirf 160,Italian
302,88,Sirf 160,Chinese
303,89,The Good Bowl,Asian
304,89,The Good Bowl,Biryani
305,89,The Good Bowl,North-Indian
306,90,Kitchen Table,Continental
307,90,Kitchen Table,French
308,90,Kitchen Table,Indian
309,90,Kitchen Table,Malaysian
310,90,Kitchen Table,Mexican
311,90,Kitchen Table,Thai
312,90,Kitchen Table,European
313,90,Kitchen Table,Chinese
314,91,51 Rainbow Ice Cream & Shakes,Desserts
315,91,51 Rainbow Ice Cream & Shakes,Ice-Cream
316,91,51 Rainbow Ice Cream & Shakes,Beverages
317,92,China Hut,Chinese
318,93,Chilli Dilli,Asian
319,93,Chilli Dilli,Chinese
320,93,Chilli Dilli,North-Indian
321,93,Chilli Dilli,Street-Food
322,93,Chilli Dilli,Thai
323,94,Roshan Bakery,Bakery
324,94,Roshan Bakery,Fast-Food
325,95,Fudboy,Thai
326,95,Fudboy,Chinese
327,96,Pink Sugar,Bakery
328,96,Pink Sugar,Desserts
329,97,Twisted L.A,Sandwich
330,97,Twisted L.A,Healthy
331,97,Twisted L.A,Food
332,97,Twisted L.A,Desserts
333,97,Twisted L.A,Beverages
334,98,Cafe Falak,Chinese
335,98,Cafe Falak,Biryani
336,98,Cafe Falak,Rolls
337,99,The Burger Pit,American
338,100,Stir Fry Grill,Chinese
339,100,Stir Fry Grill,Thai
340,101,Tazza,Fast-Food
341,101,Tazza,Chinese
342,102,Saroj,South-Indian
343,102,Saroj,North-Indian
344,102,Saroj,Chinese
345,102,Saroj,Street-Food
346,102,Saroj,Beverages
347,103,Popular,Fast-Food
348,103,Popular,Sandwich
349,103,Popular,Beverages
350,104,Rolls On Coals,Fast-Food
351,104,Rolls On Coals,Rolls
352,105,Too Much Drama,Fast-Food
353,105,Too Much Drama,Roast
354,105,Too Much Drama,Chicken
355,105,Too Much Drama,BBQ
356,106,Italy in a Box,Italian
357,106,Italy in a Box,Pizza
358,106,Italy in a Box,Continental
359,107,Cafe Monza,Italian
360,107,Cafe Monza,American
361,107,Cafe Monza,Salad
362,107,Cafe Monza,Mexican
363,108,DP's The Fast Food Centre,Chinese
364,108,DP's The Fast Food Centre,Fast-Food
365,108,DP's The Fast Food Centre,South-Indian
366,108,DP's The Fast Food Centre,Street-Food
367,108,DP's The Fast Food Centre,North-Indian
368,109,Shobhaa Only Veg,Chinese
369,109,Shobhaa Only Veg,North-Indian
370,110,Kathi Kabab Roll,Fast-Food
371,110,Kathi Kabab Roll,Rolls
372,111,Cakes & Rolls,Desserts
373,111,Cakes & Rolls,Bakery
374,112,MM Mithaiwala,Mithai
375,112,MM Mithaiwala,Street-Food
376,113,Casa De Cafe,Cafe
377,113,Casa De Cafe,Fast-Food
378,114,PEFE,Cafe
379,114,PEFE,Italian
380,114,PEFE,Mexican
381,114,PEFE,Continental
382,114,PEFE,Beverages
383,114,PEFE,Fast-Food
384,115,Taco Bell,Mexican
385,115,Taco Bell,American
386,116,The Budapest Bakehouse,Desserts
387,116,The Budapest Bakehouse,Fast-Food
388,117,King's Shawarma,Fast-Food
389,118,Mystery Box,Chinese
390,118,Mystery Box,Thai
391,119,Mama Mia!,Chinese
392,119,Mama Mia!,Pizza
393,119,Mama Mia!,Fast-Food
394,120,Laxman's Om Vada Pav,Street-Food
395,121,Blue Tokai Coffee Roasters,Cafe
396,122,Da Capo Cafe & Bistro,Continental
397,122,Da Capo Cafe & Bistro,Mexican
398,122,Da Capo Cafe & Bistro,Cafe
399,122,Da Capo Cafe & Bistro,Desserts
400,122,Da Capo Cafe & Bistro,Italian
401,122,Da Capo Cafe & Bistro,Pizza
402,122,Da Capo Cafe & Bistro,Salad
403,122,Da Capo Cafe & Bistro,Lebanese
404,123,Gypsy Corner,Street-Food
405,123,Gypsy Corner,Maharashtrian
406,123,Gypsy Corner,Fast-Food
407,124,Mao The Family Restaurant,Chinese
408,124,Mao The Family Restaurant,North-Indian
409,125,Sizzle House Dine In,North-Indian
410,125,Sizzle House Dine In,Italian
411,125,Sizzle House Dine In,Mexican
412,125,Sizzle House Dine In,Continental
413,125,Sizzle House Dine In,Pizza
414,126,Biryani Guru,Biryani
415,126,Biryani Guru,North-Indian
416,126,Biryani Guru,Mughlai
417,127,The Northern Vibe,Momos
418,127,The Northern Vibe,Rolls
419,127,The Northern Vibe,Fast-Food
420,128,Radha Krishna,South-Indian
421,128,Radha Krishna,North-Indian
422,128,Radha Krishna,Chinese
423,128,Radha Krishna,Fast-Food
424,129,Indiana Water's,Chinese
425,129,Indiana Water's,North-Indian
426,129,Indiana Water's,Seafood
427,129,Indiana Water's,Italian
428,129,Indiana Water's,Continental
429,130,Flax,Healthy
430,130,Flax,Food
431,130,Flax,Beverages
432,131,Navya - The Regale by Tunga,North-Indian
433,131,Navya - The Regale by Tunga,Chinese
434,131,Navya - The Regale by Tunga,Thai
435,131,Navya - The Regale by Tunga,Continental
436,132,The Pantry,Cafe
437,132,The Pantry,Healthy
438,132,The Pantry,Food
439,132,The Pantry,Salad
440,133,Felicita,Fast-Food
441,133,Felicita,Italian
442,133,Felicita,Bakery
443,133,Felicita,Pizza
444,133,Felicita,Beverages
445,134,Vanilla Beans,Bakery
446,134,Vanilla Beans,Desserts
447,135,Farmhouse Sea N Sand,North-Indian
448,135,Farmhouse Sea N Sand,Continental
449,135,Farmhouse Sea N Sand,Seafood
450,135,Farmhouse Sea N Sand,Chinese
451,136,Nav Gomantak,Seafood
452,136,Nav Gomantak,Maharashtrian
453,136,Nav Gomantak,Goan
454,136,Nav Gomantak,Konkan
455,137,Batman Night Kitchen,Fast-Food
456,137,Batman Night Kitchen,Mughlai
457,137,Batman Night Kitchen,Kebab
458,138,Tosha,Biryani
459,138,Tosha,North-Indian
460,139,Pushpa Punjab,North-Indian
461,139,Pushpa Punjab,Chinese
462,139,Pushpa Punjab,Mughlai
463,140,Heritage,Chinese
464,140,Heritage,North-Indian
465,141,Kebab Junction,Mughlai
466,141,Kebab Junction,North-Indian
467,141,Kebab Junction,Seafood
468,141,Kebab Junction,Biryani
469,142,New Cafe Gulshan,North-Indian
470,142,New Cafe Gulshan,Mughlai
471,143,Yahoo The Chinese Cuisine,Chinese
472,144,The Coastal Family Restaurant And Bar,North-Indian
473,144,The Coastal Family Restaurant And Bar,South-Indian
474,144,The Coastal Family Restaurant And Bar,Chinese
475,144,The Coastal Family Restaurant And Bar,Malwani
476,144,The Coastal Family Restaurant And Bar,Mangalorean
477,144,The Coastal Family Restaurant And Bar,Chettinad
478,145,Midnight Express,Burger
479,145,Midnight Express,Fast-Food
480,145,Midnight Express,Italian
481,145,Midnight Express,Chinese
482,145,Midnight Express,Salad
483,145,Midnight Express,Asian
484,145,Midnight Express,Thai
485,146,Hotel Sneha,Mughlai
486,146,Hotel Sneha,North-Indian
487,146,Hotel Sneha,Seafood
488,146,Hotel Sneha,Chinese
489,147,Hotel Shashikant,Chinese
490,147,Hotel Shashikant,North-Indian
491,147,Hotel Shashikant,Mughlai
492,147,Hotel Shashikant,Seafood
493,148,Golden Plate,North-Indian
494,148,Golden Plate,Chinese
495,149,Lata Restaurant,North-Indian
496,149,Lata Restaurant,Chinese
497,149,Lata Restaurant,Fast-Food
498,150,Royal Garden,North-Indian
499,150,Royal Garden,Chinese
500,150,Royal Garden,Seafood
501,151,Hungry Nights,Biryani
502,151,Hungry Nights,North-Indian
503,151,Hungry Nights,Chinese
504,152,The Kitchen Crew,North-Indian
505,152,The Kitchen Crew,Chinese
506,153,Being Panda,Chinese
507,154,Daily Cafe,North-Indian
508,154,Daily Cafe,Continental
509,154,Daily Cafe,Chinese
510,155,Shree Narayan Fine Dinning,North-Indian
511,155,Shree Narayan Fine Dinning,South-Indian
512,155,Shree Narayan Fine Dinning,Chinese
513,155,Shree Narayan Fine Dinning,Fast-Food
514,156,Kitchen in Kloud,North-Indian
515,156,Kitchen in Kloud,Chinese
516,156,Kitchen in Kloud,Continental
517,156,Kitchen in Kloud,Healthy
518,156,Kitchen in Kloud,Food
519,156,Kitchen in Kloud,Biryani
520,156,Kitchen in Kloud,Italian
521,156,Kitchen in Kloud,Burger
522,156,Kitchen in Kloud,Rolls
523,157,Kebabwala,North-Indian
524,157,Kebabwala,Chinese
525,158,Mugshot Kitchen & Bar,North-Indian
526,158,Mugshot Kitchen & Bar,Chinese
527,158,Mugshot Kitchen & Bar,Seafood
528,159,Bhukha Bhediya,Chinese
529,159,Bhukha Bhediya,Continental
530,159,Bhukha Bhediya,North-Indian
531,160,Dessert Therapy,Desserts
532,161,Sarovar Restaurant & Bar,North-Indian
533,161,Sarovar Restaurant & Bar,Continental
534,161,Sarovar Restaurant & Bar,Chinese
535,162,Ronak Fine Dine,North-Indian
536,162,Ronak Fine Dine,Chinese
537,163,Hotel Tunga,North-Indian
538,163,Hotel Tunga,Chinese
539,164,Powaikar's Cafe & Restaurant,North-Indian
540,164,Powaikar's Cafe & Restaurant,Chinese
541,164,Powaikar's Cafe & Restaurant,Malwani
542,164,Powaikar's Cafe & Restaurant,Maharashtrian
543,164,Powaikar's Cafe & Restaurant,Seafood
544,165,Pot De Fusion,North-Indian
545,165,Pot De Fusion,Chinese
546,165,Pot De Fusion,Continental
547,165,Pot De Fusion,Indian
548,165,Pot De Fusion,Thai
549,165,Pot De Fusion,Sandwich
550,165,Pot De Fusion,Pizza
551,165,Pot De Fusion,Lebanese
552,166,House of Lloyd,Goan
553,166,House of Lloyd,Seafood
554,166,House of Lloyd,BBQ
555,167,The Market Project by PizzaExpress,Italian
556,167,The Market Project by PizzaExpress,Continental
557,168,D:OH!,Fast-Food
558,168,D:OH!,Italian
559,168,D:OH!,Beverages
560,169,Culinary Tales,Chinese
561,169,Culinary Tales,European
562,169,Culinary Tales,Continental
563,169,Culinary Tales,Salad
564,169,Culinary Tales,Italian
565,169,Culinary Tales,Pizza
566,170,Duma Dum Mast Kalandar,Sindhi
567,171,Bachelorr's,Beverages
568,171,Bachelorr's,Fast-Food
569,171,Bachelorr's,Desserts
570,171,Bachelorr's,Ice-Cream
571,171,Bachelorr's,Juices
572,172,Malhar Lunch Home,North-Indian
573,172,Malhar Lunch Home,Seafood
574,172,Malhar Lunch Home,Mughlai
575,173,Quench - All Day Pub,Continental
576,173,Quench - All Day Pub,Chinese
577,173,Quench - All Day Pub,Asian
578,173,Quench - All Day Pub,Italian
579,173,Quench - All Day Pub,Pizza
580,174,Terttulia,Italian
581,174,Terttulia,Continental
582,175,Dum & Curry,Mughlai
583,175,Dum & Curry,North-Indian
584,175,Dum & Curry,Chinese
585,176,Third Eye Cafe,Continental
586,176,Third Eye Cafe,Burger
587,176,Third Eye Cafe,Chinese
588,176,Third Eye Cafe,Italian
589,176,Third Eye Cafe,North-Indian
590,177,Mehman Nawazi,North-Indian
591,178,Meraki,Chinese
592,178,Meraki,Burmese
593,178,Meraki,Thai
594,179,Eat Play Love,Italian
595,179,Eat Play Love,Fast-Food
596,180,24 Pie,Bakery
597,181,Hotel Mayur,Chinese
598,181,Hotel Mayur,North-Indian
599,181,Hotel Mayur,Seafood
600,182,Jalsaa Food Corner,Chinese
601,182,Jalsaa Food Corner,Fast-Food
602,183,Sips N Bite,American
603,183,Sips N Bite,Desserts
604,183,Sips N Bite,Fast-Food
605,184,JumboKing,Fast-Food
606,184,JumboKing,Burger
607,185,Himalaya Punjab,North-Indian
608,185,Himalaya Punjab,Chinese
609,186,Prabhu Ice Cream,Ice-Cream
610,186,Prabhu Ice Cream,Desserts
611,186,Prabhu Ice Cream,Beverages
612,187,Rehmani,Chinese
613,187,Rehmani,Seafood
614,187,Rehmani,North-Indian
615,187,Rehmani,Biryani
616,188,Hazara Restaurant & Bar,North-Indian
617,188,Hazara Restaurant & Bar,Chinese
618,188,Hazara Restaurant & Bar,Mughlai
619,188,Hazara Restaurant & Bar,Seafood
620,189,Krème de la Krème - The Gelateria,Desserts
621,189,Krème de la Krème - The Gelateria,Ice-Cream
622,189,Krème de la Krème - The Gelateria,Beverages
623,190,Aroma Family Restaurant & Bar,North-Indian
624,190,Aroma Family Restaurant & Bar,Mughlai
625,190,Aroma Family Restaurant & Bar,Chinese
626,191,Flip Bar & Kitchen,Chinese
627,191,Flip Bar & Kitchen,North-Indian
628,192,The Tangy Tandoor,North-Indian
629,192,The Tangy Tandoor,Mughlai
630,192,The Tangy Tandoor,Rolls
631,193,Parimal's Kitchen,Chinese
632,193,Parimal's Kitchen,North-Indian
633,194,The China Village,Chinese
634,194,The China Village,Seafood
635,194,The China Village,Thai
636,195,Tokyo Treat,Japanese
637,195,Tokyo Treat,Sushi
638,196,WTF!,North-Indian
639,196,WTF!,Chinese
640,196,WTF!,Continental
641,197,Archana Restaurant,Chinese
642,197,Archana Restaurant,North-Indian
643,197,Archana Restaurant,South-Indian
644,197,Archana Restaurant,Fast-Food
645,197,Archana Restaurant,Beverages
646,198,Satkar Rice Plate House,Malwani
647,198,Satkar Rice Plate House,Seafood
648,198,Satkar Rice Plate House,Biryani
649,198,Satkar Rice Plate House,Maharashtrian
650,199,Hrezzo,North-Indian
651,199,Hrezzo,Chinese
652,199,Hrezzo,Continental
653,200,Joss,Japanese
654,200,Joss,Asian
655,201,Veg Canteen,North-Indian
656,201,Veg Canteen,Continental
657,201,Veg Canteen,South-Indian
658,201,Veg Canteen,Beverages
659,202,Gypsy Chinese,Chinese
660,202,Gypsy Chinese,Thai
661,202,Gypsy Chinese,Seafood
662,203,Nomada,American
663,204,Zaika Restaurant & Party Hall,North-Indian
664,204,Zaika Restaurant & Party Hall,Chinese
665,204,Zaika Restaurant & Party Hall,Beverages
666,205,Royal China,Asian
667,205,Royal China,Chinese
668,206,India Bistro,North-Indian
669,206,India Bistro,Mughlai
670,206,India Bistro,Biryani
671,207,Le Café,Cafe
672,207,Le Café,European
673,207,Le Café,Italian
674,207,Le Café,Beverages
675,207,Le Café,Salad
676,208,Mani's Lunch Home,South-Indian
677,209,Sadguru Veg Diet,North-Indian
678,209,Sadguru Veg Diet,Chinese
679,210,Trupti,South-Indian
680,210,Trupti,Fast-Food
681,210,Trupti,Maharashtrian
682,210,Trupti,North-Indian
683,211,Govinda's Restaurant,North-Indian
684,211,Govinda's Restaurant,Chinese
685,212,Pride Kitchen Hyderabadi Biryani,Biryani
686,212,Pride Kitchen Hyderabadi Biryani,Mughlai
687,213,Whacko Taco,Mexican
688,214,Dhaba Cafe,Cafe
689,214,Dhaba Cafe,Italian
690,214,Dhaba Cafe,Burger
691,214,Dhaba Cafe,Sandwich
692,214,Dhaba Cafe,Coffee
693,214,Dhaba Cafe,Pizza
694,214,Dhaba Cafe,North-Indian
695,214,Dhaba Cafe,Beverages
696,215,Natural Fresh Ice-Cream,Desserts
697,215,Natural Fresh Ice-Cream,Ice-Cream
698,216,The American Joint,Healthy
699,216,The American Joint,Food
700,216,The American Joint,American
701,216,The American Joint,Mexican
702,216,The American Joint,Salad
703,216,The American Joint,Burger
704,217,The Butter Kitchen,North-Indian
705,217,The Butter Kitchen,Mughlai
706,218,Chulha,North-Indian
707,218,Chulha,Chinese
708,218,Chulha,Biryani
709,219,Mocambo Cafe,Italian
710,219,Mocambo Cafe,Continental
711,220,JP's Lunch Home,Malwani
712,220,JP's Lunch Home,South-Indian
713,220,JP's Lunch Home,North-Indian
714,221,Dum Matka,North-Indian
715,221,Dum Matka,Biryani
716,222,Kanakia Darbar Restaurant,Seafood
717,222,Kanakia Darbar Restaurant,Chinese
718,222,Kanakia Darbar Restaurant,North-Indian
719,223,Merwans Cake Stop,Bakery
720,223,Merwans Cake Stop,Fast-Food
721,223,Merwans Cake Stop,Desserts
722,224,Al-Falah Shawarma,Lebanese
723,225,RK's Meals N More,North-Indian
724,225,RK's Meals N More,South-Indian
725,225,RK's Meals N More,Healthy
726,225,RK's Meals N More,Food
727,226,Dumpling Delights,Momos
728,227,Pine Restaurant,Chinese
729,227,Pine Restaurant,North-Indian
730,228,Farmhouse Global Cuisine Restaurant,North-Indian
731,228,Farmhouse Global Cuisine Restaurant,Continental
732,228,Farmhouse Global Cuisine Restaurant,Seafood
733,228,Farmhouse Global Cuisine Restaurant,Italian
734,229,Silver Oaks,Chinese
735,229,Silver Oaks,Continental
736,229,Silver Oaks,Mughlai
737,229,Silver Oaks,North-Indian
738,229,Silver Oaks,Kebab
739,229,Silver Oaks,Italian
740,230,Cafe Irani Chaii,Parsi
741,230,Cafe Irani Chaii,Iranian
742,231,On Toes,North-Indian
743,231,On Toes,Italian
744,231,On Toes,Chinese
745,232,Cafe Orritel,North-Indian
746,232,Cafe Orritel,Chinese
747,233,Sanjhi,Chinese
748,233,Sanjhi,Thai
749,233,Sanjhi,Street-Food
750,233,Sanjhi,Fast-Food
751,234,Ashok Vada Pav Stall,Street-Food
752,235,Lucky Sandwich And Pizza Corner,Fast-Food
